store_no,name,division,address_line1,address_line2,suburb,state,postcode,latitude,longitude,phone,is_open,distance,gmt_zone,trading_hours
1550,Sydney Metcentre (Metro),SUPERMARKETS,60 Margaret Street,,Sydney,NSW,2000,-33.864935,151.206521,(02) 8565 9236,False,0.32,11:0,Today: Mon: 0600-2000 | Tomorrow: Tue: 0600-2000 | Wednesday: Wed: 0600-2000 | Thursday: Thu: 0600-2000 | Friday: Fri: 0600-2000 | Saturday: Sat: Closed | Sunday: Sun: Closed | Monday: Mon: 0600-2000
1360,Boronia Park Metro,SUPERMARKETS,130 Pittwater Road,,Boronia Park,NSW,2111,-33.822164,151.133659,(02) 9308 7349,False,8.51,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22392,Ampol Foodary Coogee South,AMPOL,169-173-Malabar Rd,,Coogee South,NSW,2034,-33.932528,151.257218,,False,8.68,11:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0600-2200 | Monday: Mon: 0600-2200
91833,Chatswood East,EG,364-366 Eastern Valley Way,,Chatswood East,NSW,2067,-33.7867,151.2011,02 8073 3981,True,8.75,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1002,Chatswood East,SUPERMARKETS,17 Smith St,,Chatswood,NSW,2067,-33.7862615,151.1982009,(02) 9305 1035,False,8.82,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1412,Eastgardens,SUPERMARKETS,"Eastgardens Shopping Centre, 152 Bunnerong Road",,Pagewood,NSW,2036,-33.9443378,151.2249797,(02) 8565 9233,False,8.93,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
1128,Wolli Creek,SUPERMARKETS,78-96 Arncliffe Street,,Wolli Creek,NSW,2205,-33.9307396,151.154055,(02) 8565 9281,False,8.95,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
22430,Ampol Foodary Croydon,AMPOL,404-410-Liverpool Rd,,Croydon,NSW,2132,-33.8884891,151.1160172,,False,9.06,11:0,Today: Mon: 0500-2359 | Tomorrow: Tue: 0500-2359 | Wednesday: Wed: 0500-2359 | Thursday: Thu: 0500-2359 | Friday: Fri: 0500-2359 | Saturday: Sat: 0500-2359 | Sunday: Sun: 0500-2359 | Monday: Mon: 0500-2359
1332,Burwood,SUPERMARKETS,"Shop 6, Level 3, Westfield Shopping Centre, 100 Burwood Road",,Burwood,NSW,2134,-33.87426403,151.1047868,(02) 8565 9224,False,9.77,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1231,Hillsdale,SUPERMARKETS,"South Point Shopping Centre, 238-262 Bunnerong Road",,Hillsdale,NSW,2036,-33.9512455,151.2305711,(02) 8565 9209,False,9.78,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2000 | Monday: Mon: 0700-2200
1034,Canterbury,SUPERMARKETS,2A Charles Street,,Canterbury,NSW,2193,-33.912263,151.118083,(02) 8565 9347,False,9.98,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91769,Burwood,EG,400 Parramatta Road,,Burwood,NSW,2134,-33.8687,151.1015,02 6324 2902,True,10.03,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1573,Balgowlah,SUPERMARKETS,17-31 Roseberry Street,,Balgowlah,NSW,2093,-33.788345,151.267518,(02) 8565 9291,False,10.04,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1614,Burwood Plaza,SUPERMARKETS,"Burwood Plaza Shopping Centre, 42-50 Railway Parade",,Burwood,NSW,2134,-33.877267,151.101959,(02) 8565 9242,False,10.07,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0800-2100 | Sunday: Sun: 0800-2100 | Monday: Mon: 0700-2100
22362,Ampol Foodary Concord,AMPOL,87-89-Parramatta Rd,,Concord,NSW,2137,-33.867866,151.0992709,,True,10.23,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1376,Maroubra Beach Metro,SUPERMARKETS,"Maroubra Shopping Village, 3 Meagher Avenue",,Maroubra,NSW,2035,-33.95152699,151.24939,(02) 8565 9227,False,10.29,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22259,Ampol Foodary Manly Vale,AMPOL,236-238-Condamine St,,Manly Vale,NSW,2093,-33.785069,151.267353,,False,10.35,11:0,Today: Mon: 0600-2000 | Tomorrow: Tue: 0600-2000 | Wednesday: Wed: 0600-2000 | Thursday: Thu: 0600-2000 | Friday: Fri: 0600-2000 | Saturday: Sat: 0700-2000 | Sunday: Sun: 0700-2000 | Monday: Mon: 0600-2000
1770,Matraville,SUPERMARKETS,Bunnerong Road and Daunt Ave,,Matraville,NSW,2036,-33.9575614,151.2307964,(02) 8565 9294,False,10.47,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22297,Ampol Foodary Manly,AMPOL,86-Pittwater Rd,,Manly,NSW,2095,-33.79305,151.285803,,True,10.63,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1624,Strathfield,SUPERMARKETS,"Shop 19, Strathfield Plaza, 11 The Boulevard",,Strathfield,NSW,2135,-33.87297,151.09313,(02) 8565 9245,False,10.83,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
1289,North Strathfield (Metro),SUPERMARKETS,145 Concord Road,,North Strathfield,NSW,2137,-33.859073,151.092555,(02) 8565 9218,False,10.86,11:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0800-2000 | Monday: Mon: 0700-2100
22708,Ampol Foodary North Ryde,AMPOL,41-43-Epping Rd Cnr Wicks Rd,,North Ryde,NSW,2113,-33.791512,151.131256,,True,10.94,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
91460,Strathfield,EG,287 Liverpool Road,,Strathfield,NSW,2134,-33.8854,151.0937,02 9157 9430,True,10.97,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
91831,Rockdale,EG,314 Princes Highway (Cnr Banksia Street),,Rockdale,NSW,2216,-33.9457,151.1417,02 8073 7684,True,10.97,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1339,Top Ryde,SUPERMARKETS,Cnr Devlin Street And Blaxland Road,,Ryde,NSW,2112,-33.81176431,151.1072172,(02) 9308 7343,False,11.19,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1061,Campsie,SUPERMARKETS,68-72 Evaline St,,Campsie,NSW,2194,-33.913614,151.10291,(02) 9308 7395,False,11.27,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1370,Bexley North (Metro),SUPERMARKETS,216 Sarsfield Circuit,,Bexley North,NSW,2207,-33.93898965,151.1149231,(02) 8565 9263,False,12.03,11:0,Today: Mon: 0700-2130 | Tomorrow: Tue: 0700-2130 | Wednesday: Wed: 0700-2130 | Thursday: Thu: 0700-2130 | Friday: Fri: 0700-2130 | Saturday: Sat: 0700-2130 | Sunday: Sun: 0700-2130 | Monday: Mon: 0700-2130
1176,Rhodes,SUPERMARKETS,6-14 Walker Street,,Rhodes,NSW,2138,-33.8299553,151.0856931,(02) 8736 7495,False,12.12,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0800-2300 | Sunday: Sun: 0800-2300 | Monday: Mon: 0700-2300
1282,Warringah Mall (Brookvale),SUPERMARKETS,Pittwater Road,,Brookvale,NSW,2100,-33.76581094,151.2647198,(02) 9308 7382,False,12.13,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1252,Rockdale,SUPERMARKETS,"Rockdale Plaza, 1 Rockdale Plaza Drive",,Rockdale,NSW,2216,-33.9582086,151.1401211,(02) 8565 9260,False,12.21,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91296,West Ryde,EG,924 Victoria Road,,West Ryde,NSW,2112,-33.8108,151.0935,02 8870 7681,False,12.33,11:0,Today: Mon: 0500-0000 | Tomorrow: Tue: 0500-0000 | Wednesday: Wed: 0500-0000 | Thursday: Thu: 0500-0000 | Friday: Fri: 0500-0000 | Saturday: Sat: 0500-0000 | Sunday: Sun: 0500-0000 | Monday: Mon: 0500-0000
20036,Ampol Foodary Strathfield South,AMPOL,600-Liverpool Rd,,Strathfield South,NSW,2136,-33.887957,151.074397,,True,12.78,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1063,Frenchs Forest,SUPERMARKETS,"Forestway Shopping Centre, Cnr Russell Avenue And Forest Way",,Frenchs Forest,NSW,2086,-33.750748,151.224838,(02) 9308 7355,False,12.78,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1129,Macquarie Ryde,SUPERMARKETS,"Macquarie Shopping Centre, Cnr Waterloo And Herring Roads",,North Ryde,NSW,2113,-33.7775544,151.1200081,(02) 9308 7337,False,12.79,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
91993,Kogarah,EG,69 Princes Hwy (Cnr Gladstone St),,Kogarah,NSW,2217,-33.9632,151.1372,02 9054 2192,True,12.82,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
22389,Ampol Foodary Kogarah,AMPOL,29-President Ave,,Kogarah,NSW,2217,-33.9651047,151.1411291,,False,12.82,11:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0600-2200 | Sunday: Sun: 0600-2200 | Monday: Mon: 0600-2200
1766,Kogarah,SUPERMARKETS,"Kogarah Town Centre, Railway Parade",,Kogarah,NSW,2217,-33.96203598,151.132778,(02) 8565 9272,False,12.93,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22683,Ampol Foodary Brookvale,AMPOL,740-742-Pittwater Rd,,Brookvale,NSW,2100,-33.7614677,151.274532,,True,12.96,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1341,West Ryde,SUPERMARKETS,14 Anthony Road,,West Ryde,NSW,2114,-33.8062762,151.088052,(02) 9308 7346,False,13.02,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
91841,Brookvale,EG,756 Pittwater Rd ( Cnr West St),,Brookvale,NSW,2100,-33.7617,151.2763,02 9054 0497,True,13.02,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
22900,Ampol Foodary Homebush,AMPOL,334-336-Parramatta Rd,,Homebush,NSW,2140,-33.8581667,151.0681389,,False,13.12,11:0,Today: Mon: 0500-2359 | Tomorrow: Tue: 0500-2359 | Wednesday: Wed: 0500-2359 | Thursday: Thu: 0500-2359 | Friday: Fri: 0500-2359 | Saturday: Sat: 0500-2359 | Sunday: Sun: 0500-2359 | Monday: Mon: 0500-2359
1864,Kingsgrove,SUPERMARKETS,Mashman Ave,,Kingsgrove,NSW,2208,-33.9412438,151.1004524,(02) 8565 9313,False,13.19,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
28973,Ampol Foodary Beacon Hill,AMPOL,176-Warringah Rd,,Beacon Hill,NSW,2100,-33.753823,151.260266,,True,13.21,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1160,Gordon,SUPERMARKETS,802-808 Pacific Highway,,Gordon,NSW,2072,-33.7554444,151.1520064,(02) 9308 7376,False,13.31,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1761,Marsfield,SUPERMARKETS,Cnr Epping And Balaclava Roads,,Marsfield,NSW,2122,-33.77836537,151.1077526,(02) 9308 7352,False,13.49,11:0,Today: Mon: 0700-0000 | Tomorrow: Tue: 0700-0000 | Wednesday: Wed: 0700-0000 | Thursday: Thu: 0700-0000 | Friday: Fri: 0700-0000 | Saturday: Sat: 0700-0000 | Sunday: Sun: 0700-0000 | Monday: Mon: 0700-0000
91511,Marsfield,EG,Cnr Epping & Balaclava Road,,Marsfield,NSW,2122,-33.7784,151.1074,02 8870 7657,False,13.51,11:0,Today: Mon: 0600-0000 | Tomorrow: Tue: 0600-0000 | Wednesday: Wed: 0600-0000 | Thursday: Thu: 0600-0000 | Friday: Fri: 0600-0000 | Saturday: Sat: 0600-0000 | Sunday: Sun: 0700-0000 | Monday: Mon: 0600-0000
22276,Ampol Foodary Lakemba,AMPOL,516-Punchbowl Rd Cnr Wangee Rd,,Lakemba,NSW,2195,-33.911492,151.0732469,,True,13.64,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1932,Lakemba,SUPERMARKETS,2 - 26 Haldon Street,,Lakemba,NSW,2195,-33.91828906,151.0756903,(02) 8565 9374,False,13.74,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
8485,Carter St Metro,SUPERMARKETS,"11A / 13 Carter St, Lidcombe, NSW, 2141",,Lidcombe,NSW,2141,-33.85141,151.06165,(02) 9305 1007,False,13.78,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
91789,Glenrose,EG,60 Glen Street,,Glenrose,NSW,2085,-33.7401,151.2091,02 8073 3993,False,13.89,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2200
91996,Greenacre,EG,51 Roberts Road (Cnr Amarina St),,Greenacre,NSW,2190,-33.9003,151.0655,02 8870 7638,True,13.9,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1262,Glenrose,SUPERMARKETS,56 - 58 Glen Street,,Belrose,NSW,2085,-33.739915,151.209837,(02) 8565 9344,False,13.91,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1104,Chullora,SUPERMARKETS,355 Waterloo Road,,Chullora,NSW,2190,-33.89241,151.06099,(02) 9308 7397,False,14.09,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22794,Ampol Foodary Greenacre,AMPOL,87-91-Roberts Rd Cnr Moondo St,,Greenacre,NSW,2190,-33.9047219,151.0645866,,True,14.13,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
1472,Dee Why,SUPERMARKETS,37 Howard Avenue,,Dee Why,NSW,2099,-33.75317823,151.2878416,(02) 8565 9384,False,14.36,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1200,Eastwood,SUPERMARKETS,"Eastwood Centre, 160 Rowe Street",,Eastwood,NSW,2122,-33.79234014,151.08135,(02) 9308 7340,False,14.37,11:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-2000 | Sunday: Sun: 0800-2000 | Monday: Mon: 0800-2100
91540,Chullora,EG,97 Hume Highway,,Chullora,NSW,2190,-33.8919,151.0575,02 8870 7612,True,14.39,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
28783,Ampol Foodary Kingsgrove,AMPOL,351-357-Stoney Creek Rd,,Kingsgrove,NSW,2208,-33.951322,151.092687,,True,14.47,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
22198,Ampol Foodary Belrose,AMPOL,153-Forest Way,,Belrose,NSW,2085,-33.7347489,151.2211111,,False,14.52,11:0,Today: Mon: 0600-2100 | Tomorrow: Tue: 0600-2100 | Wednesday: Wed: 0600-2100 | Thursday: Thu: 0600-2100 | Friday: Fri: 0600-2100 | Saturday: Sat: 0600-2100 | Sunday: Sun: 0600-2100 | Monday: Mon: 0600-2100
1377,Hurstville East,SUPERMARKETS,89 Durham St,,Hurstville East,NSW,2220,-33.96744145,151.1109817,(02) 9305 1004,False,14.6,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1315,Newington,SUPERMARKETS,1 Avenue Of Americas,,Newington,NSW,2127,-33.8341411,151.0556385,(02) 8565 9221,False,14.66,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
91829,Newington,EG,1 Avenue of the Americas,,Newington,NSW,2127,-33.8338,151.0557,02 6957 2672,False,14.67,11:0,Today: Mon: 0530-2200 | Tomorrow: Tue: 0530-2200 | Wednesday: Wed: 0530-2200 | Thursday: Thu: 0530-2200 | Friday: Fri: 0530-2200 | Saturday: Sat: 0600-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0530-2200
1284,Hurstville,SUPERMARKETS,Cnr Park & Cross Streets,,Hurstville,NSW,2220,-33.9655,151.10591,(02) 8565 9341,False,14.74,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1598,Lidcombe,SUPERMARKETS,92 Parramatta Road,,Lidcombe,NSW,2144,-33.84857934,151.0488485,(02) 8565 9330,False,14.99,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
1409,Roselands,SUPERMARKETS,34 Roselands Drive,,Roselands,NSW,2196,-33.9355139,151.0685119,(02) 8565 9393,False,15.23,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
22424,Ampol Foodary Dee Why,AMPOL,793-797-Pittwater Rd,,Dee Why,NSW,2099,-33.745629,151.292113,,False,15.29,11:0,Today: Mon: 0500-2359 | Tomorrow: Tue: 0500-2359 | Wednesday: Wed: 0500-2359 | Thursday: Thu: 0500-2359 | Friday: Fri: 0500-2359 | Saturday: Sat: 0500-2359 | Sunday: Sun: 0500-2359 | Monday: Mon: 0500-2359
